C,Train Scores,CV Scores
0.03162277660168379,0.7724753927131592,0.7689002198182685
0.1,0.7727517667234398,0.7686735779745231
0.31622776601683794,0.7728305975357906,0.7684365024031368
1.0,0.7729193649626823,0.7682233766926128
3.1622776601683795,0.7729976623335479,0.7678970244200343
10.0,0.7730728258483355,0.7674600591865094
31.622776601683793,0.7731342180314236,0.7671299751530946
